Date,Portfolio name, Campaign Name,Targeting,spend,click,sale,average acos,average cpc,final bid 
2022-12-20 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men's toiletry pouch,0,0, 0
2022-12-24 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men's toiletry pouch,0,0, 0
2022-12-26 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men's toiletry pouch,0,0, 0
2022-12-20 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men cosmetic bag,0,0, 0
2022-12-26 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men cosmetic bag,0,0, 0
2022-12-22 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,multipurpose pouch for women,0,0, 0
2022-12-22 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,kit bag men,0,0, 0
2022-12-24 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,kit bag men,0,0, 0
2022-12-25 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,kit bag men,0,0, 0
2022-12-26 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,kit bag men,0,0, 0
2022-12-20 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men travel toiletry bag,0,0, 0
2022-12-21 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men travel toiletry bag,0,0, 0
2022-12-22 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men travel toiletry bag,0,0, 0
2022-12-24 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men travel toiletry bag,0,0, 0
2022-12-25 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men travel toiletry bag,0,0, 0
2022-12-26 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men travel toiletry bag,0,0, 0
2022-12-22 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,men shaving pouch,0,0, 0
2022-12-22 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,mens kit bag toiletries,0,0, 0
2022-12-20 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,toiletry bag women,18.66,5, 0
2022-12-21 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,toiletry bag women,3.84,1, 592.37
2022-12-22 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,toiletry bag women,3.83,1, 388.98
2022-12-23 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,toiletry bag women,11.48,3, 0
2022-12-24 00:00:00,Not grouped,Opt1_600107_B07W3V8KWQ_Key,toiletry bag women,3.84,1, 0
